Year,Grade,State,Gender,Age,Height,Armspan,RightFoot,IndexFinger,TransMethod,CommuteTime,ReactionTime,MemoryTime,FavPhysAct,BirthMonth,FavSeason,FavSubj,SchoolNight,NonschoolNight,HomeOcc,PlannedEd,Superpower,RoleModel,Height_cm,Armspan_cm
2019,12,IN,Female,15,70.08,67.72,26,80,Bus,20,0,54,Other,March,Fall,Science,6,10,6,Graduate degree,Freeze time,Doctor or nurse,178,172
2018,12,CA,Male,17,67.72,58.66,25,72,Car,20,0,35,Swimming,February,Winter,Science,5,7,3,Graduate degree,Freeze time,Friend,172,149
2021,10,IN,Female,14,60.24,57.48,24,70,Car,20,0,48,Swimming,October,Summer,Mathematics and statistics,5,8,4,Other,Telepathy,Actor,153,146
2021,12,CA,Male,17,67.99,67.4,22.86,70,Car,12,1,55,Basketball,July,Summer,Art,7,5,4,Graduate degree,Telepathy,Musician or singer,172.7,171.2
2020,12,PA,Female,18,66.93,70.08,25,78,Car,5,0,55,Basketball,September,Summer,English,7,8,6,Graduate degree,Telepathy,Coach or club leader,170,178
2019,12,IN,Female,17,64.96,66.14,20,70,Car,15,0,43,Baseball/Softball,July,Fall,Art,8,12,2,Graduate degree,Telepathy,Relative,165,168
2018,12,FL,Female,17,65,62,22,85,Car,10,1,51,Other,August,Winter,Science,5,8,5,Graduate degree,Fly,Doctor or nurse,165.1,157.48
2021,12,NY,Female,17,66.93,66.54,22,73,Railway,30,0,37,Walking/Hiking,December,Winter,Mathematics and statistics,5,9,4,Graduate degree,Freeze time,Relative,170,169
2019,11,NC,Male,16,67.72,68.9,24,80,Car,10,1,55,Basketball,December,Summer,Science,8,6,4,Graduate degree,Fly,Relative,172,175
2019,11,FL,Male,17,68.9,68.11,30,105,Car,15,0,42,Soccer,July,Summer,Social studies,7,9,4,Undergraduate degree,Freeze time,Religious figure,175,173
2019,9,MI,Female,14,64.96,66.93,27,75,Car,25,1,53,Hockey (Field),June,Summer,Mathematics and statistics,8.5,9.5,5,Graduate degree,Fly,Relative,165,170
2018,12,TX,Male,17,75.98,75.98,27,75,Car,6,0,43,Other,August,Fall,Other,5,14,5,Graduate degree,Freeze time,Business person,193,193
2021,11,PA,Male,17,67.17,68.11,25,90,Car,20,0,32,Football (American),July,Summer,Physical education,7,11,3,Graduate degree,Freeze time,Sports person,170.6,173
2021,12,NC,Male,18,76.38,75.98,30,82,Car,5,0,35,Football (American),April,Summer,Physical education,7,11,5,Graduate degree,Fly,Relative,194,193
2020,12,TN,Female,17,67.01,65.75,21,69.85,Car,35,1,41,Walking/Hiking,July,Winter,Art,5,7,3,Undergraduate degree,Invisibility,Other,170.2,167
2019,10,OR,Male,16,70.87,72.05,28,75,Skateboard,7,1,45,Other,April,Fall,Music,7,7,4,Other,Freeze time,Musician or singer,180,183
2020,12,WA,Female,17,66.93,66.93,17,60,Bus,30,0,45,Walking/Hiking,May,Summer,Art,8,8,4,Some college,Fly,Other,170,170
2019,12,FL,Male,17,72.83,73.98,30,110,Car,10,1,51,Football (American),March,Fall,Physical education,4,4,6,Graduate degree,Super strength,Sports person,185,187.9
2020,11,MD,Male,16,64.57,64.57,23,72,Car,35,0,35,Martial Arts,June,Summer,Mathematics and statistics,6,8,3,Graduate degree,Telepathy,Friend,164,164
2021,11,NY,Female,16,61.42,68,21.5,61,Railway,47,0,40,Other,April,Spring,Physical education,4,12,2,Less than high school,Telepathy,Relative,156,172.72
2018,9,MI,Female,15,57.09,64.96,23,75,Car,10,1,51,Other,October,Winter,Mathematics and statistics,7,10,5,Other,Telepathy,Relative,145,165
2018,12,WI,Female,17,60,60.24,21,65,Car,10,1,49,Running/Jogging,November,Fall,Science,5,8,4,Graduate degree,Freeze time,Teacher,152.4,153
2021,11,NC,Female,17,60.24,51.18,23,70,Car,9,0,27,Dancing,June,Summer,Computers and technology,7,9,3,Graduate degree,Invisibility,Relative,153,130
2021,10,FL,Male,16,73.23,76.38,22.5,106,Walk,10,0,45,Football (American),March,Spring,Physical education,8,6,6,Graduate degree,Super strength,Friend,186,194
2018,9,CA,Female,15,60,57.28,22.5,65,Car,6,2,58,Walking/Hiking,April,Summer,English,6,8,2,Graduate degree,Telepathy,Religious figure,152.4,145.5
2022,10,NC,Female,16,64.17,64.17,30,77,Other,60,0,47,None,October,Fall,English,9,10,4,Graduate degree,Freeze time,Relative,163,163
2021,12,MD,Male,17,74.02,71,28,65,Car,25,0,38,Baseball/Softball,May,Fall,History,6,8,3,Graduate degree,Telepathy,Sports person,188,180.34
2021,12,MI,Male,17,59.06,58.66,28,55,Bus,6,1,32,Dancing,August,Fall,Languages,5,12,5,High school,Telepathy,Other,150,149
2018,11,NC,Male,17,65.98,63.98,23.5,76.2,Car,15,0,35,None,July,Summer,Science,7,8,4,Graduate degree,Freeze time,Other,167.6,162.5
2021,12,PA,Male,18,72.05,72.05,28,72,Car,10,0,52,None,August,Summer,Mathematics and statistics,6,8,4,Graduate degree,Telepathy,Relative,183,183
2021,12,TX,Male,17,66.93,70.87,27.3,85,Car,13,1,47,Other,May,Winter,Science,5,10,4,Some college,Freeze time,Actor,170,180
2019,11,CT,Female,15,65.75,71.26,21,70,Car,16,1,30,Basketball,December,Fall,Mathematics and statistics,6,9,3,Graduate degree,Telepathy,Other,167,181
2021,12,NC,Male,16,70.87,63.78,30.5,82.5,Car,30,0,68,None,October,Spring,Computers and technology,8,10,4,Some college,Freeze time,Business person,180,162
2019,12,FL,Male,17,70.98,67.99,27,64,Car,30,1,52,Football (American),October,Winter,Physical education,5,10,5,Graduate degree,Super strength,Relative,180.3,172.7
2018,12,TX,Female,17,63.78,62.2,23,65,Car,5,1,40,Dancing,August,Fall,Science,8,12,4,Graduate degree,Invisibility,Relative,162,158
2018,12,NC,Female,15,61.02,51.57,22,75,Bus,15,1,57,Dancing,August,Summer,Mathematics and statistics,6,8,4,Graduate degree,Invisibility,Religious figure,155,131
2018,12,NY,Male,16,75,77.56,29,95,Car,5,0,37,Lacrosse,December,Summer,History,6.5,9,2,Graduate degree,Invisibility,Relative,190.5,197
2018,11,SC,Female,16,62.99,66.14,25,80,Car,5,1,79,Tennis,February,Fall,Science,8,10,3,Other,Freeze time,Doctor or nurse,160,168
2021,12,PA,Male,17,70.08,72.05,27,81,Car,5,0,36,Soccer,April,Fall,Social studies,6,10,5,Graduate degree,Super strength,Relative,178,183
2018,11,VA,Male,17,61.02,71.26,23,75,Car,3,0,41,Football (American),May,Fall,Science,7,8,5,Graduate degree,Freeze time,Coach or club leader,155,181
2018,9,CA,Male,15,72.05,70.87,30,85,Skateboard,15,1,43,Skateboarding/Rollerblading,April,Fall,History,8,10,5,Some college,Fly,Actor,183,180
2018,11,NC,Female,17,61.02,64.96,22,60,Bus,5,0,40,Other,May,Summer,Science,7,9,4,Graduate degree,Invisibility,Actor,155,165
2019,12,TX,Female,17,62.99,59.84,23,74,Car,12,0,46,Other,August,Spring,Science,7,9,6,Graduate degree,Telepathy,Relative,160,152
2018,10,IN,Female,15,63.39,61.42,22,62,Bus,10,1,34,Walking/Hiking,October,Fall,Art,7,9,5,Graduate degree,Invisibility,Relative,161,156
2021,12,KS,Female,17,64.57,66.14,23.5,75,Car,16,1,37,Tennis,August,Fall,Art,6,9,3,Graduate degree,Telepathy,Doctor or nurse,164,168
2019,12,SC,Female,17,68.9,55.12,27,75,Car,5,0,69,Walking/Hiking,February,Spring,English,6.5,4.5,3,Graduate degree,Fly,Other,175,140
2018,12,MO,Female,18,59.45,60.63,23.5,68,Walk,3,2,77,Tennis,December,Fall,History,6,10,5,Graduate degree,Telepathy,Relative,151,154
2019,11,NC,Male,15,65.75,64.17,27,63,Car,8,0,49,Soccer,July,Summer,Physical education,9,11,5,Graduate degree,Fly,Relative,167,163
2021,11,MO,Male,17,69.69,69.69,26,85,Car,20,1,34,Other,May,Fall,English,6,10,5,Graduate degree,Telepathy,Teacher,177,177
2018,12,NC,Female,17,61.02,61.81,21,70,Car,7,1,54,Dancing,May,Summer,English,8,10,2,Graduate degree,Telepathy,Doctor or nurse,155,157
2019,12,WI,Male,18,72.05,74.02,30,115,Car,2,0,41,Basketball,September,Winter,Mathematics and statistics,8,8,5,Undergraduate degree,Fly,Relative,183,188
2019,11,GA,Male,16,75.98,81.5,27,80,Car,30,0,46,Soccer,February,Fall,Mathematics and statistics,5,8,4,Graduate degree,Freeze time,Relative,193,207
2018,12,IL,Male,16,69.29,72.83,27,90,Car,8,0,37,Basketball,April,Summer,Mathematics and statistics,7.5,10,4,Other,Fly,Sports person,176,185
2019,12,CA,Female,17,67.72,69.69,24,75,Car,5,0,44,Running/Jogging,October,Summer,Science,7,8,4,Graduate degree,Telepathy,Doctor or nurse,172,177
2021,12,WI,Female,16,69.69,64.17,25,80,Car,6,0,47,Other,November,Fall,English,7,10,4,Graduate degree,Telepathy,Musician or singer,177,163
2019,12,SC,Female,17,65.75,64.17,22,70,Car,5,1,53,Other,December,Fall,Mathematics and statistics,7,9,7,Other,Telepathy,Relative,167,163
2020,12,CA,Male,17,61.02,64.17,26,85,Car,5,0,51,Basketball,May,Summer,History,8,10,5,Undergraduate degree,Invisibility,Sports person,155,163
2021,12,MD,Female,17,68.5,86,21,77,Car,12,0,72,Other,March,Fall,English,7,10,3,Undergraduate degree,Freeze time,Relative,174,218.44
2018,12,OH,Female,17,61.02,55.91,22,72,Car,4,0,43,Other,February,Fall,Mathematics and statistics,8,6,5,Graduate degree,Telepathy,Relative,155,142
2019,12,IN,Male,17,65.75,65.35,25,70,Car,16,1,39,Lacrosse,December,Summer,Physical education,8,9.5,5,Undergraduate degree,Telepathy,Business person,167,166
2019,12,CO,Female,16,59.84,57.87,19,60,Car,10,1,75,Other,September,Fall,Science,5,10,4,Graduate degree,Fly,Relative,152,147
2020,12,NC,Male,17,68.9,68.9,28,85,Car,10,0,40,Tennis,September,Fall,Science,5,8,5,Graduate degree,Invisibility,Relative,175,175
2021,12,NJ,Female,17,62.99,59.84,21,77,Car,7,0,52,Tennis,April,Spring,English,6,8,4,Undergraduate degree,Telepathy,Business person,160,152
2021,12,NC,Female,17,59.84,60.5,22.75,64,Bus,7,0,53,Baseball/Softball,November,Fall,Music,7,8.75,4,Graduate degree,Freeze time,Relative,152,153.67
2021,11,GA,Male,17,68.9,70.87,26,84,Car,5,0,32,Table Tennis,April,Fall,Mathematics and statistics,6,6,4,Undergraduate degree,Freeze time,Friend,175,180
2020,12,MO,Male,18,72.05,70.08,32,75,Car,10,0,58,Skateboarding/Rollerblading,August,Summer,Computers and technology,6.5,9,4,Graduate degree,Fly,Business person,183,178
2021,12,CO,Female,16,60.98,60.63,23.5,76.2,Car,12,0,31,Baseball/Softball,September,Summer,Science,7.5,10,4,Graduate degree,Telepathy,Relative,154.9,154
2018,12,FL,Female,17,62.01,62.01,23.5,73,Car,20,1,53,Running/Jogging,March,Summer,Science,7,9,4,Graduate degree,Invisibility,Teacher,157.5,157.5
2018,12,TX,Female,17,63.78,59.06,22,70,Car,7,1,54,Dancing,March,Winter,Mathematics and statistics,7,7,4,Graduate degree,Telepathy,Relative,162,150
2021,12,IN,Female,17,64.17,62.99,23,70,Car,8,1,56,Athletics,July,Summer,Science,6,11,3,Graduate degree,Invisibility,Relative,163,160
2018,11,WI,Male,17,72.44,66.54,26,90,Car,3,0,30,Bowling,January,Winter,Music,7,8,5,Some college,Super strength,Relative,184,169
2020,11,CO,Female,16,63.78,45,15,50,Walk,5,0,41,Other,September,Fall,History,8,6,5,Graduate degree,Invisibility,Actor,162,114.3
2018,12,NY,Female,17,61.42,61.81,23,87,Car,7,0,38,Other,May,Fall,Mathematics and statistics,8,10,4,Graduate degree,Telepathy,Other,156,157
2019,12,KS,Female,17,66.93,66.14,23,70,Car,10,1,40,Soccer,July,Fall,History,7,8,3,Graduate degree,Telepathy,Relative,170,168
2019,12,TN,Female,17,63.78,64,23,70,Car,5,1,75,Tennis,July,Summer,English,8,12,5,Graduate degree,Freeze time,Community leader or elder,162,162.56
2022,11,NY,Male,17,66.93,69,25,75,Bus,20,0,47,Cycling,March,Summer,History,7,12,5,Graduate degree,Invisibility,Other,170,175.26
2020,11,NC,Female,17,68.11,70.08,26,90,Car,8,0,50,Swimming,October,Fall,Mathematics and statistics,6,9,4,Graduate degree,Fly,Relative,173,178
2022,12,OH,Female,18,70.87,71.65,16.5,85,Car,17,0,40,Basketball,August,Summer,Physical education,6,8,4,Graduate degree,Invisibility,Friend,180,182
2021,12,CO,Female,17,63.78,62.6,25,70,Car,15,0,40,Cycling,October,Summer,Mathematics and statistics,6,8,4,Graduate degree,Fly,Teacher,162,159
2020,12,CA,Female,17,65.35,65.35,23,73,Car,5,0,28,Walking/Hiking,September,Summer,Science,6,8,2,Graduate degree,Fly,Doctor or nurse,166,166
2019,12,MA,Female,18,64.17,60.24,23,70,Car,10,0,35,Other,May,Summer,Mathematics and statistics,8,9,3,Other,Telepathy,Teacher,163,153
2018,12,NY,Female,18,61.02,61.02,22,86,Railway,25,0,46,Other,June,Summer,Social studies,6,8,4,Graduate degree,Fly,Relative,155,155
2021,12,IN,Female,17,61.02,49.21,26,77,Car,20,0,35,Running/Jogging,October,Fall,Art,5,11,5,Graduate degree,Fly,Relative,155,125
2020,11,GA,Male,17,70,74.02,30.8,88.9,Walk,10,0,48,Football (American),January,Fall,Music,7,9,5,Some college,Invisibility,Doctor or nurse,177.8,188
2020,12,NC,Male,17,65.35,66.93,25,82,Bus,10,0,53,Walking/Hiking,March,Fall,Science,7.5,7,4,Graduate degree,Fly,Community leader or elder,166,170
2021,11,SC,Female,18,68.9,44,26,74,Car,20,0,53,Other,March,Fall,Physical education,8,9,4,Graduate degree,Telepathy,Relative,175,111.76
2022,12,NC,Female,15,66.93,64.96,25,76,Car,9,0,39,Tennis,July,Fall,Science,6,9,4,Graduate degree,Invisibility,Sports person,170,165
2018,12,NC,Male,17,70.87,53.94,23,102,Car,10,1,45,Soccer,March,Summer,Science,6,8,3,Graduate degree,Fly,Sports person,180,137
2019,12,WA,Female,17,60,60.04,24.5,70,Car,30,1,53,None,March,Summer,History,8,10,7,Some college,Invisibility,Business person,152.4,152.5
2018,11,NC,Male,17,70.08,63.39,24,85,Car,20,0,39,Soccer,January,Summer,Social studies,7,10,4,Graduate degree,Super strength,Friend,178,161
2021,11,SC,Female,17,64.17,57.87,20,76,Car,10,1,44,Soccer,May,Fall,History,8,6,3,Some college,Invisibility,Business person,163,147
2021,12,IN,Male,19,72.05,72.05,31,95,Car,17,0,37,Other,August,Fall,Art,7.5,10.9,6,Graduate degree,Freeze time,Relative,183,183
2018,12,IN,Female,17,65.75,69,22,84,Car,16,1,52,Tennis,June,Fall,Languages,6,9,4,Some college,Telepathy,Actor,167,175.26
2019,11,FL,Male,15,69.69,69.69,26,100,Car,15,1,80,Soccer,October,Winter,Science,8,9,8,Some college,Fly,Sports person,177,177
2018,12,WI,Male,17,71.65,72.83,28,89,Car,12,1,57,Hockey (Ice),July,Winter,Other,6,10,3,Some college,Freeze time,Relative,182,185
2019,12,TX,Female,16,66.93,68.9,23,90,Bus,50,1,45,Basketball,May,Winter,Other,4,6,5,Graduate degree,Telepathy,Teacher,170,175
2018,12,TX,Male,17,70.98,70.98,26.8,50,Car,8,0,114,Basketball,January,Summer,Art,7,7,4,Graduate degree,Invisibility,Sports person,180.3,180.3
2021,12,MD,Male,17,70.87,70.08,23,80,Walk,12,0,42,Basketball,May,Fall,Physical education,6,9,5,Undergraduate degree,Telepathy,Relative,180,178
2019,12,IN,Male,17,70.08,67.72,25,90,Car,8,0,42,Baseball/Softball,August,Winter,Physical education,8,10,4,Some college,Super strength,Sports person,178,172
2020,12,CA,Female,17,62.99,63.78,24,65,Car,15,0,30,Lacrosse,March,Fall,Science,6,5,4,Graduate degree,Telepathy,Musician or singer,160,162
2019,11,NC,Male,15,66.14,66.14,25,89,Car,30,0,37,Walking/Hiking,October,Winter,Computers and technology,6,11,2,Less than high school,Invisibility,Other,168,168
2020,9,MI,Female,14,64.17,64.96,25,73,Car,27,0,35,Baseball/Softball,November,Summer,History,8.5,10,4,Other,Fly,Relative,163,165
2019,12,VA,Female,15,64.17,61.81,25,70,Car,15,0,37,Dancing,January,Fall,Mathematics and statistics,9,9,2,Graduate degree,Fly,Relative,163,157
2019,12,PA,Male,18,70.08,72.44,23,80,Car,6,0,36,Hockey (Ice),August,Fall,Other,6,8,4,Undergraduate degree,Freeze time,Relative,178,184
2018,12,IN,Female,17,63.39,60.83,22,70,Car,15,0,42,Other,March,Summer,Other,6,8,4,Graduate degree,Invisibility,Actor,161,154.5
2021,12,CA,Male,17,72.83,72.83,27,79,Walk,15,0,44,Hockey (Ice),April,Winter,Other,4,10,3,Graduate degree,Freeze time,Religious figure,185,185
2021,12,AZ,Male,17,70.08,68.9,25,80,Car,4,0,50,Walking/Hiking,September,Fall,History,7,10,6,Graduate degree,Freeze time,Business person,178,175
2021,12,CA,Female,17,62.2,48,22,100,Car,6,0,43,Running/Jogging,January,Winter,Science,5,8,3,Graduate degree,Telepathy,Doctor or nurse,158,121.92
2020,11,TN,Male,17,75.98,74.8,27,75,Car,15,0,39,Baseball/Softball,March,Spring,Mathematics and statistics,8,9,5,Graduate degree,Invisibility,Business person,193,190
2021,12,NC,Female,18,63.98,60.24,21,80,Bus,65,1,51,Other,September,Spring,Other,5,4,6,Some college,Invisibility,Other,162.5,153
2019,12,MI,Male,17,68.5,67.32,26,85,Car,7,1,78,Golf,December,Fall,Computers and technology,8,8,2,Graduate degree,Fly,Business person,174,171
2019,12,MD,Male,17,75.2,75.98,28,100,Car,10,0,34,Football (American),April,Fall,Mathematics and statistics,7.5,8.5,4,Undergraduate degree,Freeze time,Musician or singer,191,193
2019,12,TX,Male,17,70.08,66.93,26,80,Car,4,0,54,Football (American),March,Winter,Mathematics and statistics,7,8,6,Graduate degree,Invisibility,Sports person,178,170
2019,12,MA,Female,17,68.11,64.17,25,70,Car,15,0,38,Baseball/Softball,November,Summer,Science,4,9,3,Graduate degree,Telepathy,Coach or club leader,173,163
2019,11,WA,Female,17,59,58,22,78,Car,12,0,56,Walking/Hiking,July,Summer,Physical education,7,9,4,Some college,Super strength,Religious figure,149.86,147.32
2018,12,OH,Female,18,66.54,64.57,22.5,64,Car,11,0,43,Soccer,November,Fall,Mathematics and statistics,7,8,4,Graduate degree,Fly,Other,169,164
2020,11,NY,Female,18,65.75,64.17,24,97,Walk,13,0,66,Dancing,March,Spring,English,7.5,9,4,Undergraduate degree,Fly,Friend,167,163
2020,12,AK,Male,17,68.9,71.5,26.67,80.5,Bus,43,0,49,Football (American),August,Summer,Physical education,7,7,5,Graduate degree,Freeze time,Relative,175,181.6
2021,12,WA,Male,17,69.29,71.26,27,80,Car,15,0,37,Tennis,April,Winter,Mathematics and statistics,7,11,4,Some college,Invisibility,Relative,176,181
2018,11,SC,Male,17,75.2,75.2,32,90,Car,10,0,42,Football (American),March,Summer,Social studies,7,10,3,Undergraduate degree,Invisibility,Sports person,191,191
2021,12,PA,Female,16,67.99,69.02,25.4,85,Car,10,0,41,Baseball/Softball,February,Fall,Science,7,10,4,Graduate degree,Telepathy,Relative,172.7,175.3
2018,12,IA,Male,17,73.23,74.02,29,73,Car,12,0,42,Athletics,September,Summer,Physical education,7,10,5,Undergraduate degree,Freeze time,Other,186,188
2019,12,CA,Male,16,74.02,71.65,26,105,Car,10,0,41,Swimming,September,Spring,Mathematics and statistics,6,9,4,Graduate degree,Super strength,Relative,188,182
2019,12,CO,Female,18,62.2,61.81,23,75,Car,15,0,44,Soccer,November,Fall,Mathematics and statistics,5,8,5,Graduate degree,Telepathy,Relative,158,157
2020,12,CA,Male,16,68.9,62.99,26,73,Walk,7,0,35,Athletics,October,Fall,History,5,7,3,Some college,Freeze time,Other,175,160
2019,10,IL,Male,15,67.17,74,26,100,Bus,30,0,46,Soccer,February,Winter,Other,7,8,2,Graduate degree,Invisibility,Relative,170.6,187.96
2019,9,PA,Male,15,65.75,64.57,25,70,Car,7,0,44,Soccer,December,Summer,Music,8,12,4,Undergraduate degree,Invisibility,Musician or singer,167,164
2019,12,TX,Female,17,62.36,62.2,24.1,63.5,Car,10,0,30,Soccer,February,Fall,Physical education,4,10,5,Undergraduate degree,Fly,Other,158.4,158
2022,12,AL,Male,18,69.69,70.87,24,60,Bus,20,1,57,None,October,Fall,Other,6,6,5,Some college,Freeze time,Teacher,177,180
2018,12,CA,Male,16,68.11,59.06,25,62,Car,12,0,3,Swimming,September,Spring,Computers and technology,6,10,4,Graduate degree,Freeze time,Business person,173,150
2019,11,NC,Female,17,61.42,64.57,20,80,Car,5,1,55,Dancing,November,Summer,Science,8,10,6,Graduate degree,Fly,Religious figure,156,164
2018,12,ID,Female,19,64.17,64.96,24.6,70,Walk,10,0,36,Baseball/Softball,July,Summer,Physical education,7,6,6,Undergraduate degree,Freeze time,Coach or club leader,163,165
2019,12,FL,Male,17,65.94,64.96,25,75,Car,12,1,40,Baseball/Softball,May,Summer,Physical education,7.5,10,2,Graduate degree,Super strength,Sports person,167.5,165
2020,12,CT,Male,17,70.47,63.78,26,82,Bus,40,0,56,Athletics,December,Fall,Art,5,10,4,Graduate degree,Super strength,Musician or singer,179,162
2018,12,CA,Male,17,65.75,67.32,23,72,Car,15,0,37,Swimming,December,Spring,History,8,7,3,Graduate degree,Freeze time,Business person,167,171
2019,11,NC,Male,15,70.08,70.87,25.4,80,Car,25,0,29,Swimming,April,Fall,Mathematics and statistics,8,10,5,Graduate degree,Invisibility,Politician,178,180
2021,12,CA,Male,16,66.14,73,27,80,Car,5,0,44,Football (American),December,Winter,Languages,9,7,4,Graduate degree,Invisibility,Relative,168,185.42
2019,11,SC,Male,17,67.72,68.11,24,80,Car,10,1,67,Baseball/Softball,September,Summer,Physical education,7,5,4,Undergraduate degree,Super strength,Sports person,172,173
2019,12,WI,Female,18,66.54,67.72,25,100,Car,9,0,37,Other,September,Summer,Mathematics and statistics,8,10,4,Undergraduate degree,Freeze time,Relative,169,172
2019,12,NC,Female,17,63.39,63.78,24,60,Car,8,0,44,Hockey (Field),May,Summer,Other,8,10,4,Graduate degree,Freeze time,Actor,161,162
2021,11,SC,Male,17,71.97,63.5,28.6,40.64,Car,10,3,59,Football (American),August,Summer,Physical education,6,5,4,Some college,Super strength,Relative,182.8,161.29
2022,11,SC,Male,16,70.28,74.41,24.3,110,Bus,10,0,36,Football (American),July,Summer,Physical education,6,6,3,Some college,Invisibility,Sports person,178.5,189
2019,12,IN,Male,18,69.29,74.02,27,90,Car,15,0,43,Baseball/Softball,May,Summer,Physical education,7,7,3,Graduate degree,Invisibility,Sports person,176,188
2019,12,NY,Male,17,66.14,66.93,24,95,Railway,45,1,36,Other,December,Summer,Science,7,10,5,Graduate degree,Fly,Community leader or elder,168,170
2021,12,OH,Female,17,65.35,62.99,25,70,Car,6,0,37,Soccer,June,Summer,Science,8,10,5,Graduate degree,Telepathy,Doctor or nurse,166,160
